comparison_scope,target_system,target_pair,current_component_signature,compiled_component_signature,component_status
BOTH,ESTO,09.06 Gas processing plants::01.02 Other bituminous coal,BOTH:ESTO:09.06 Gas processing plants::01.02 Other bituminous coal,BOTH:ESTO:09.06 Gas processing plants::01.02 Other bituminous coal,unchanged
BOTH,ESTO,09.06 Gas processing plants::01.04 Anthracite,BOTH:ESTO:09.06 Gas processing plants::01.04 Anthracite,BOTH:ESTO:09.06 Gas processing plants::01.04 Anthracite,unchanged
BOTH,ESTO,09.06 Gas processing plants::01.05 Lignite,BOTH:ESTO:09.06 Gas processing plants::01.05 Lignite,BOTH:ESTO:09.06 Gas processing plants::01.05 Lignite,unchanged
BOTH,ESTO,09.06 Gas processing plants::02.01 Coke oven coke,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06 Gas processing plants::02.02 Gas coke,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06 Gas processing plants::02.03 Coke oven gas,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06 Gas processing plants::02.04 Blast furnace gas,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06 Gas processing plants::02.05 Other recovered gases,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06 Gas processing plants::02.06 Patent fuel,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06 Gas processing plants::02.07 Coal tar,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06 Gas processing plants::02.08 BKB/PB,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,BOTH:ESTO:09.06 Gas processing plants::02.01 Coke oven coke|BOTH:ESTO:09.06 Gas processing plants::02.02 Gas coke|BOTH:ESTO:09.06 Gas processing plants::02.03 Coke oven gas|BOTH:ESTO:09.06 Gas processing plants::02.04 Blast furnace gas|BOTH:ESTO:09.06 Gas processing plants::02.05 Other recovered gases|BOTH:ESTO:09.06 Gas processing plants::02.06 Patent fuel|BOTH:ESTO:09.06 Gas processing plants::02.07 Coal tar|BOTH:ESTO:09.06 Gas processing plants::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06 Gas processing plants::06.05 Other hydrocarbons,BOTH:ESTO:09.06 Gas processing plants::06.05 Other hydrocarbons,BOTH:ESTO:09.06 Gas processing plants::06.05 Other hydrocarbons,unchanged
BOTH,ESTO,09.06 Gas processing plants::07.01 Motor gasoline,BOTH:ESTO:09.06 Gas processing plants::07.01 Motor gasoline,BOTH:ESTO:09.06 Gas processing plants::07.01 Motor gasoline,unchanged
BOTH,ESTO,09.06 Gas processing plants::07.03 Naphtha,BOTH:ESTO:09.06 Gas processing plants::07.03 Naphtha,BOTH:ESTO:09.06 Gas processing plants::07.03 Naphtha,unchanged
BOTH,ESTO,09.06 Gas processing plants::07.06 Kerosene,BOTH:ESTO:09.06 Gas processing plants::07.06 Kerosene,BOTH:ESTO:09.06 Gas processing plants::07.06 Kerosene,unchanged
BOTH,ESTO,09.06 Gas processing plants::07.07 Gas/diesel oil,BOTH:ESTO:09.06 Gas processing plants::07.07 Gas/diesel oil,BOTH:ESTO:09.06 Gas processing plants::07.07 Gas/diesel oil,unchanged
BOTH,ESTO,09.06 Gas processing plants::07.08 Fuel oil,BOTH:ESTO:09.06 Gas processing plants::07.08 Fuel oil,BOTH:ESTO:09.06 Gas processing plants::07.08 Fuel oil,unchanged
BOTH,ESTO,09.06 Gas processing plants::07.09 LPG,BOTH:ESTO:09.06 Gas processing plants::07.09 LPG,BOTH:ESTO:09.06 Gas processing plants::07.09 LPG,unchanged
BOTH,ESTO,09.06 Gas processing plants::07.10 Refinery gas (not liquefied),BOTH:ESTO:09.06 Gas processing plants::07.10 Refinery gas (not liquefied),BOTH:ESTO:09.06 Gas processing plants::07.10 Refinery gas (not liquefied),unchanged
BOTH,ESTO,09.06 Gas processing plants::07.16 Petroleum coke,BOTH:ESTO:09.06 Gas processing plants::07.16 Petroleum coke|BOTH:ESTO:09.06 Gas processing plants::07.17 Other products,BOTH:ESTO:09.06 Gas processing plants::07.16 Petroleum coke|BOTH:ESTO:09.06 Gas processing plants::07.17 Other products,unchanged
BOTH,ESTO,09.06 Gas processing plants::07.17 Other products,BOTH:ESTO:09.06 Gas processing plants::07.16 Petroleum coke|BOTH:ESTO:09.06 Gas processing plants::07.17 Other products,BOTH:ESTO:09.06 Gas processing plants::07.16 Petroleum coke|BOTH:ESTO:09.06 Gas processing plants::07.17 Other products,unchanged
BOTH,ESTO,09.06 Gas processing plants::08.01 Natural gas,BOTH:ESTO:09.06 Gas processing plants::08.01 Natural gas,BOTH:ESTO:09.06 Gas processing plants::08.01 Natural gas,unchanged
BOTH,ESTO,09.06 Gas processing plants::08.02 LNG,BOTH:ESTO:09.06 Gas processing plants::08.02 LNG,BOTH:ESTO:09.06 Gas processing plants::08.02 LNG,unchanged
BOTH,ESTO,09.06 Gas processing plants::08.03 Gas works gas,BOTH:ESTO:09.06 Gas processing plants::08.03 Gas works gas,BOTH:ESTO:09.06 Gas processing plants::08.03 Gas works gas,unchanged
BOTH,ESTO,09.06 Gas processing plants::16.01 Biogas,BOTH:ESTO:09.06 Gas processing plants::16.01 Biogas,BOTH:ESTO:09.06 Gas processing plants::16.01 Biogas,unchanged
BOTH,ESTO,09.06 Gas processing plants::17 Electricity,BOTH:ESTO:09.06 Gas processing plants::17 Electricity,BOTH:ESTO:09.06 Gas processing plants::17 Electricity,unchanged
BOTH,ESTO,09.06 Gas processing plants::18 Heat,BOTH:ESTO:09.06 Gas processing plants::18 Heat,BOTH:ESTO:09.06 Gas processing plants::18 Heat,unchanged
BOTH,ESTO,09.06.01 Gas works plants (including own use)::01.01 Coking coal,BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.01 Coking coal,BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.01 Coking coal,unchanged
BOTH,ESTO,09.06.01 Gas works plants (including own use)::01.02 Other bituminous coal,BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.02 Other bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.03 Sub-bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.04 Anthracite,BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.02 Other bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.03 Sub-bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.04 Anthracite,unchanged
BOTH,ESTO,09.06.01 Gas works plants (including own use)::01.03 Sub-bituminous coal,BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.02 Other bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.03 Sub-bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.04 Anthracite,BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.02 Other bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.03 Sub-bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.04 Anthracite,unchanged
BOTH,ESTO,09.06.01 Gas works plants (including own use)::01.04 Anthracite,BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.02 Other bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.03 Sub-bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.04 Anthracite,BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.02 Other bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.03 Sub-bituminous coal|BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.04 Anthracite,unchanged
BOTH,ESTO,09.06.01 Gas works plants (including own use)::01.05 Lignite,BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.05 Lignite,BOTH:ESTO:09.06.01 Gas works plants (including own use)::01.05 Lignite,unchanged
BOTH,ESTO,09.06.01 Gas works plants (including own use)::02.01 Coke oven coke,BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.01 Coke oven coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.02 Gas coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.03 Coke oven gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.05 Other recovered gases|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.06 Patent fuel|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.07 Coal tar|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.08 BKB/PB,BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.01 Coke oven coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.02 Gas coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.03 Coke oven gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.05 Other recovered gases|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.06 Patent fuel|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.07 Coal tar|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06.01 Gas works plants (including own use)::02.02 Gas coke,BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.01 Coke oven coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.02 Gas coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.03 Coke oven gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.05 Other recovered gases|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.06 Patent fuel|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.07 Coal tar|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.08 BKB/PB,BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.01 Coke oven coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.02 Gas coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.03 Coke oven gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.05 Other recovered gases|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.06 Patent fuel|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.07 Coal tar|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06.01 Gas works plants (including own use)::02.03 Coke oven gas,BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.01 Coke oven coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.02 Gas coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.03 Coke oven gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.05 Other recovered gases|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.06 Patent fuel|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.07 Coal tar|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.08 BKB/PB,BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.01 Coke oven coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.02 Gas coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.03 Coke oven gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.05 Other recovered gases|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.06 Patent fuel|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.07 Coal tar|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas,BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.01 Coke oven coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.02 Gas coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.03 Coke oven gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.05 Other recovered gases|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.06 Patent fuel|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.07 Coal tar|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.08 BKB/PB,BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.01 Coke oven coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.02 Gas coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.03 Coke oven gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.05 Other recovered gases|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.06 Patent fuel|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.07 Coal tar|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.08 BKB/PB,unchanged
BOTH,ESTO,09.06.01 Gas works plants (including own use)::02.05 Other recovered gases,BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.01 Coke oven coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.02 Gas coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.03 Coke oven gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.05 Other recovered gases|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.06 Patent fuel|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.07 Coal tar|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.08 BKB/PB,BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.01 Coke oven coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.02 Gas coke|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.03 Coke oven gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.04 Blast furnace gas|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.05 Other recovered gases|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.06 Patent fuel|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.07 Coal tar|BOTH:ESTO:09.06.01 Gas works plants (including own use)::02.08 BKB/PB,unchanged
